"","codigo_postal","latitud","longitud"
"353",97765,20.6588516235352,-88.4108963012695
"354",97766,20.6431407928467,-88.2975540161133
"355",97767,23.9335918426514,-102.509696960449
"356",97768,20.5963726043701,-88.2656707763672
"357",97769,20.4782829284668,-88.4524230957031
"358",97770,20.6557025909424,-87.9383697509766
"359",97773,20.7737255096436,-87.9746017456055
"360",97774,20.8552703857422,-87.6705703735352
"361",97775,20.7910137176514,-87.7129135131836
"362",97776,20.7913017272949,-87.9627380371094
"363",97777,20.5022068023682,-87.9241943359375
"364",97780,20.6897563934326,-88.2024688720703
"365",97782,20.69970703125,-88.202995300293
"366",97783,20.6828956604004,-88.2003707885742
"367",97784,20.6903057098389,-88.2164764404297
"368",97785,20.6194667816162,-88.1042327880859
"369",97786,20.5366268157959,-88.0162353515625
"370",97787,20.4651775360107,-88.0560073852539
"371",97790,20.7318210601807,-88.2349014282227
"372",97793,20.759256362915,-88.1421966552734
"373",97794,20.7907695770264,-88.0384750366211
"374",97795,20.6605014801025,-88.2431030273438
"375",97796,20.7181739807129,-88.3166961669922
"376",97798,20.8269271850586,-88.3219375610352
"377",97799,20.698486328125,-88.3944396972656
"378",97800,20.5838565826416,-90.0009384155273
"379",97803,20.5776462554932,-90.0735015869141
"380",97804,20.6087226867676,-90.0882263183594
"381",97805,20.7052173614502,-90.2705154418945
"382",97806,20.7023124694824,-90.1596069335938
"383",97807,20.6825618743897,-89.9612121582031
"384",97810,20.8774108886719,-89.8897399902344
"385",97812,20.8338260650635,-89.9760971069336
"386",97813,20.5474720001221,-89.8515014648438
"387",97814,20.5279674530029,-89.862174987793
"388",97816,20.7477588653564,-89.8347549438477
"389",97818,20.6505756378174,-89.8953018188477
"390",97820,20.7449264526367,-89.4748153686523
"391",97822,20.741979598999,-89.5765991210938
"392",97823,20.6863994598389,-89.3873825073242
"393",97824,20.553129196167,-89.4638595581055
"394",97825,20.6459865570068,-89.6844635009766
"395",97826,20.6475734710693,-89.6756134033203
"396",97827,20.6889591217041,-89.6400527954102
"397",97830,20.4778900146484,-90.082145690918
"398",97833,20.4879703521729,-90.0823822021484
"399",97835,20.5079669952393,-90.1138305664063
"400",97836,20.5303611755371,-90.1212844848633
"401",97837,20.553768157959,-90.201301574707
"402",97840,20.4850959777832,-89.7136459350586
"403",97843,20.5323810577393,-89.7016983032227
"404",97844,20.4154930114746,-89.7931518554688
"405",97845,20.4950904846191,-89.589714050293
"406",97847,20.5397109985352,-89.6064987182617
"407",97848,20.5331802368164,-89.6871719360352
"408",97850,20.3869380950928,-89.3941879272461
"409",97851,20.4067516326904,-89.3447036743164
"410",97854,20.3894691467285,-89.4745864868164
"411",97857,20.4529857635498,-89.4570999145508
"412",97858,20.4998111724854,-89.5801773071289
"413",97860,20.3956050872803,-89.533576965332
"414",97862,20.4066696166992,-89.5341796875
"415",97863,20.3967628479004,-89.5234375
"416",97864,20.3959331512451,-89.547477722168
"417",97870,20.3687210083008,-89.5122985839844
"418",97873,20.3259525299072,-89.4536895751953
"419",97880,20.3011417388916,-89.4150161743164
"420",97882,20.3035335540772,-89.3931732177734
"421",97883,20.2535724639893,-89.4601974487305
"422",97884,20.1021022796631,-89.4626998901367
"423",97885,20.1800327301025,-89.6525955200195
"424",97886,20.0548648834229,-89.5652160644531
"425",97887,20.2372493743897,-89.5221710205078
"426",97890,20.3318328857422,-89.6441345214844
"427",97893,20.3410263061523,-89.6429977416992
"428",97894,20.2750759124756,-89.672737121582
"429",97895,20.2171363830566,-89.8096008300781
"430",97899,20.3645133972168,-89.7695007324219
"431",97900,20.4746952056885,-89.3664627075195
"432",97904,20.4302501678467,-89.307731628418
"433",97908,20.4687843322754,-89.2117156982422
"434",97910,20.3927593231201,-89.2852935791016
"435",97915,20.468391418457,-89.0832977294922
"436",97917,20.3479461669922,-89.020393371582
"437",97918,20.4695072174072,-89.0872573852539
"438",97920,20.5486450195313,-88.8268737792969
"439",97922,20.7088851928711,-88.7060623168945
"440",97923,20.6431579589844,-88.8372039794922
"441",97924,20.5408496856689,-88.6730194091797
"442",97925,20.3891754150391,-88.720085144043
"443",97926,20.4414882659912,-88.7619018554688
"444",97927,20.4931488037109,-88.9176025390625
"445",97929,20.2677822113037,-88.6837768554688
"446",97930,20.125638961792,-88.9228744506836
"447",97932,20.1231708526611,-88.9702453613281
"448",97933,20.1784744262695,-88.885856628418
"449",97934,20.2416591644287,-88.7544021606445
"450",97935,20.1089324951172,-88.7642669677734
"451",97936,20.0173206329346,-88.7895965576172
"452",97937,19.9289665222168,-88.8602294921875
"453",97940,20.3334789276123,-88.485969543457
"454",97943,20.3817882537842,-88.5570983886719
"455",97944,20.1613483428955,-88.6099014282227
"456",97945,20.2079372406006,-88.9446716308594
"457",97947,20.3118267059326,-88.9359970092773
"458",97948,20.2135601043701,-88.8765029907227
"459",97950,20.2343063354492,-89.1111297607422
"460",97953,20.355863571167,-89.0755996704102
"461",97954,20.1799983978272,-89.1307983398438
"462",97955,20.1740341186523,-89.0164794921875
"463",97956,20.1839275360107,-88.9916229248047
"464",97957,20.1788921356201,-89.0144653320313
"465",97960,20.071870803833,-89.0501022338867
"466",97963,20.0681781768799,-89.0385513305664
"467",97964,19.8721103668213,-89.0421829223633
"468",97965,19.7100658416748,-89.0676879882813
"469",97966,19.7985286712647,-89.058464050293
"470",97967,20.0552024841309,-89.0708312988281
"471",97969,19.9834518432617,-88.9743957519531
"472",97970,20.2041168212891,-89.2905044555664
"473",97973,20.2893447875977,-89.2886962890625
"474",97974,20.2933311462402,-89.1872406005859
"475",97975,20.273998260498,-89.0948257446289
"476",97977,20.1954917907715,-89.3462753295898
"477",97979,20.1660404205322,-89.291389465332
"478",97980,19.979700088501,-89.4877166748047
"479",97983,19.8064002990723,-89.4997787475586
"480",97984,19.8728790283203,-89.1613006591797
"481",97985,20.030818939209,-89.1681976318359
"482",97986,19.7525272369385,-89.1619186401367
"483",97987,19.7158145904541,-89.4426803588867
"484",97989,19.709846496582,-89.1014785766602
"485",97990,20.2641582489014,-89.3460159301758
"486",98000,22.7710990905762,-102.57373046875
